  18930634
                   7.6309781E-01   5.3097143E+00   9.2702134E+00
                  -4.5569419E-01   4.8114956E+00   6.7627889E+00
                   6.1808591E-01   5.4417665E+00   4.8242626E+00
                   2.7112655E+00   6.0478054E+00   9.0377430E+00
                  -3.8600866E-01   6.7208502E+00   1.0318274E+01
                   8.2801935E-01   3.5313536E+00   1.0383814E+01
                  -2.7403313E+00   3.6441400E+00   6.6993319E+00
                  -4.1903370E+00   3.0975727E+00   4.4116825E+00
                  -5.7388597E+00   5.4214368E+00   3.7096134E+00
                  -8.0437906E+00   5.4084392E+00   3.9105309E+00
                  -5.7562754E+00   6.9453099E-01   4.9683183E+00
                  -7.7564578E+00  -2.8308095E-03   3.0977314E+00
                  -9.9345919E+00  -1.7312536E-01   3.8219689E+00
                  -7.2511111E+00  -4.8076897E-01   6.6786129E-01
                  -3.4914936E+00   3.0812266E+00   8.4085002E+00
                  -2.9331117E+00   2.6212314E+00   2.7934024E+00
                  -6.7615775E+00   9.6548557E-01   6.7896872E+00
                  -4.4292739E+00  -9.2000932E-01   5.1824658E+00
                  -4.5338117E+00   7.5151209E+00   2.8372176E+00
                  -5.7942381E+00   9.8437471E+00   2.0911273E+00
                  -7.5850200E+00   9.3626191E+00  -1.0412012E-01
                  -9.7447500E+00   1.0159479E+01   2.4507856E-02
                  -3.7710559E+00   1.1847512E+01   1.4166161E+00
                  -2.2812886E+00   1.2614751E+01   3.8071440E+00
                  -5.4951342E-02   1.4368097E+01   3.2022446E+00
                   1.1535039E+00   1.5463061E+01   5.6136503E+00
                   2.5585284E+00   1.3577613E+01   7.0757634E+00
                  -2.6044714E+00   7.4334205E+00   2.6385601E+00
                  -6.9113421E+00   1.0626285E+01   3.6966177E+00
                  -4.6810195E+00   1.3580894E+01   6.4655274E-01
                  -2.4780978E+00   1.1077634E+01  -5.0669223E-02
                  -1.5468295E+00   1.0930504E+01   4.8091807E+00
                  -3.6200026E+00   1.3605651E+01   5.0926566E+00
                  -7.8241459E-01   1.5978990E+01   2.0731012E+00
                   1.3894834E+00   1.3354758E+01   2.0551072E+00
                  -3.5011520E-01   1.6327486E+01   6.8037789E+00
                   2.4840505E+00   1.6991518E+01   5.0610075E+00
                   3.2158336E+00   1.4426994E+01   8.7352092E+00
                   1.4278505E+00   1.2041376E+01   7.5766579E+00
                   4.1169249E+00   1.2952826E+01   6.0328047E+00
                  -6.7932437E+00   8.0647099E+00  -2.1890057E+00
                  -8.4676127E+00   7.6389452E+00  -4.3641426E+00
                  -1.0591684E+01   5.7357908E+00  -3.8771433E+00
                  -1.2383962E+01   5.7111185E+00  -5.3470420E+00
                  -6.9282892E+00   7.1093551E+00  -6.7782884E+00
                  -5.1420616E+00   4.9337439E+00  -6.5978384E+00
                  -3.4145591E+00   4.7523982E+00  -8.1125483E+00
                  -5.3754503E+00   3.2284154E+00  -4.7418913E+00
                  -4.9500371E+00   7.4486498E+00  -2.2557206E+00
                  -9.4136757E+00   9.4739957E+00  -4.7579880E+00
                  -5.7627912E+00   8.8219004E+00  -7.1153834E+00
                  -8.1729213E+00   6.8356359E+00  -8.4474474E+00
                  -1.0651301E+01   4.2297283E+00  -1.7833174E+00
                  -1.2949729E+01   2.9217280E+00  -1.0005816E+00
                  -1.3628120E+01   5.4880477E-01  -2.4708980E+00
                  -1.5430939E+01   5.5249352E-01  -3.9031837E+00
                  -9.1398071E+00   4.2578323E+00  -5.5523551E-01
                  -1.4535846E+01   4.2901391E+00  -1.0544350E+00
                  -1.2769039E+01   2.3539221E+00   1.0072202E+00
                  -1.2334589E+01  -1.6127734E+00  -1.9992715E+00
                  -1.2886692E+01  -4.0896467E+00  -3.0511365E+00
                  -1.2559674E+01  -6.2150933E+00  -1.0686495E+00
                  -1.2739348E+01  -8.4108756E+00  -1.7892889E+00
                  -1.1192329E+01  -4.5081530E+00  -5.3957478E+00
                  -8.4725128E+00  -3.7276357E+00  -5.0463659E+00
                  -7.1711738E+00  -4.4498342E+00  -3.0088727E+00
                  -7.4779538E+00  -2.3043942E+00  -6.5613365E+00
                  -1.0867565E+01  -1.5158040E+00  -8.0535775E-01
                  -1.4872221E+01  -4.2101035E+00  -3.7205662E+00
                  -1.1943063E+01  -3.3362319E+00  -6.9685970E+00
                  -1.1334312E+01  -6.5128008E+00  -6.0048783E+00
                  -1.2158709E+01  -5.7498863E+00   1.4523810E+00
                  -1.1798623E+01  -7.7686805E+00   3.2931461E+00
                  -9.2797546E+00  -9.1181395E+00   3.0273958E+00
                  -8.9748624E+00  -1.1128825E+01   4.1177904E+00
                  -1.2181525E+01  -3.9319377E+00   2.1305905E+00
                  -1.3402568E+01  -9.1197288E+00   3.1748379E+00
                  -1.1803523E+01  -6.9710537E+00   5.2395110E+00
                  -7.3412831E+00  -8.0381952E+00   1.7139607E+00
                  -4.7886658E+00  -9.0904985E+00   1.6449838E+00
                  -2.7982571E+00  -7.0436361E+00   2.0635940E+00
                  -3.1366976E+00  -4.9043454E+00   1.2659199E+00
                  -4.2002902E+00  -1.0634648E+01  -8.1763341E-01
                  -4.0164009E+00  -1.3446958E+01  -2.4591760E-01
                  -6.0497858E+00  -1.0383585E+01  -2.7008739E+00
                  -7.6278279E+00  -6.2999950E+00   9.2146630E-01
                  -4.5471758E+00  -1.0362549E+01   3.2979214E+00
                  -2.3089201E+00  -1.0103256E+01  -1.5795445E+00
                  -6.2400944E+00  -8.5823210E+00  -3.0697314E+00
                  -2.5607998E+00  -1.3800964E+01   1.2224656E+00
                  -5.8799580E+00  -1.4152923E+01   4.0855309E-01
                  -3.4663395E+00  -1.4475392E+01  -1.9929806E+00
                  -5.7103740E-01  -7.6859068E+00   3.1916981E+00
                   1.5633325E+00  -5.9727719E+00   3.5423934E+00
